时间(s)	位移(mm)	轴向力1(N)	扭转力1(N.m)	气压(MPa)	轴向力2(N)	扭转力2(N.m)	轴向力3(N)	扭转力3(N.m)	
3198.04320	238.44270	-0.43767	-0.00530	-0.00031	-0.83517	3.93852	0.40487	0.00013	
3198.24280	219.09960	-0.36668	0.00443	-0.00007	-0.71059	2.95767	0.52510	-0.00784	
3198.34260	201.20380	-0.34785	0.01819	0.00004	-0.75077	2.36869	0.50254	-0.01462	
3198.44240	178.37960	-0.39722	0.00310	-0.00006	-0.87733	1.80003	0.44718	-0.00487	
3198.54220	151.16690	-0.45673	-0.01622	-0.00023	-0.80965	1.23909	0.43689	0.00338	
3198.64200	120.25740	-0.43316	-0.00892	-0.00008	-0.70073	0.69320	0.49857	-0.00624	
3198.74180	86.39062	-0.38901	0.00864	-0.00010	-0.68588	0.24203	0.50707	-0.01047	
3198.84160	50.40203	-0.40773	0.00892	-0.00009	-0.79862	-0.08017	0.46354	0.00272	
3198.94140	13.18693	-0.42955	-0.00641	-0.00022	-0.83177	-0.37278	0.43961	-0.00036	
3199.04120	-24.36009	-0.44308	-0.01377	-0.00021	-0.79872	-0.62828	0.50726	-0.00936	
3199.24100	-96.74245	-0.40646	0.00102	-0.00010	-0.82093	-0.93679	0.47095	-0.00586	
3199.34080	-129.81210	-0.43643	-0.00819	-0.00003	-0.85751	-1.06643	0.48588	0.00138	
3199.44060	-159.69440	-0.43831	-0.00946	-0.00019	-0.77231	-1.20402	0.53552	-0.00131	
3199.54040	-185.66150	-0.37597	0.00988	-0.00028	-0.75421	-1.30566	0.54865	-0.01070	
3199.64020	-207.07710	-0.34875	0.01659	-0.00025	-0.80595	-1.35898	0.47463	-0.01374	
3199.74000	-223.41250	-0.44982	-0.00421	0.00002	-0.83988	-1.38593	0.42585	-0.00087	
3199.83980	-234.25580	-0.46470	-0.01717	-0.00004	-0.82433	-1.43141	0.44837	0.00169	
3199.93960	-239.35740	-0.39551	-0.00398	-0.00006	-0.74033	-1.48215	0.55521	-0.00956	
3200.03940	-238.58460	-0.36289	0.01067	-0.00015	-0.75729	-1.43192	0.51214	-0.00723	
3200.23900	-219.65570	-0.42100	-0.01025	-0.00041	-0.86462	-1.15473	0.47189	-0.00386	
3200.33900	-201.94990	-0.42709	-0.01239	-0.00044	-0.79863	-1.04110	0.57417	-0.01054	
3200.43880	-179.29850	-0.39089	-0.00204	-0.00033	-0.78311	-0.88319	0.50648	-0.01135	
3200.53860	-152.24440	-0.40966	-0.00040	-0.00035	-0.81220	-0.70456	0.46837	-0.00326	
3200.63840	-121.44880	-0.41556	-0.01063	-0.00044	-0.80175	-0.54453	0.50479	0.00158	
3200.73820	-87.67813	-0.38994	-0.00456	-0.00032	-0.77312	-0.38399	0.53924	-0.00395	
3200.83800	-51.75641	-0.38424	0.01486	-0.00020	-0.79831	-0.16492	0.55943	-0.01306	
3200.93780	-14.55954	-0.43868	0.01245	-0.00006	-0.85223	0.18142	0.49853	-0.01155	
3201.03760	22.98534	-0.46729	-0.01018	-0.00004	-0.88322	0.63879	0.44742	0.00133	
3201.23720	95.48317	-0.44762	0.00124	-0.00051	-0.72416	1.52995	0.50996	-0.01136	
3201.33700	128.64960	-0.39925	0.01132	-0.00059	-0.77991	2.02585	0.47152	-0.00333	
3201.43680	158.66290	-0.40193	0.00026	-0.00034	-0.85132	2.53006	0.46138	0.00336	
3201.53680	184.78560	-0.43945	-0.01340	-0.00044	-0.81634	2.95920	0.50470	-0.00593	
3201.63660	206.37780	-0.42999	-0.01032	-0.00039	-0.74851	3.35948	0.52504	-0.01160	
3201.73640	222.90260	-0.40081	-0.00029	-0.00029	-0.80449	3.71988	0.46943	-0.00920	
3201.83620	233.96060	-0.41689	-0.00363	-0.00060	-0.83409	3.97363	0.46246	-0.00117	
3201.93600	239.26990	-0.42659	-0.01231	-0.00057	-0.79002	4.04941	0.49772	0.00126	
3202.03580	238.71400	-0.40232	0.00047	-0.00056	-0.72020	3.91032	0.55138	-0.00664	
3202.23540	220.19820	-0.42320	0.00654	-0.00006	-0.84352	3.03787	0.44966	-0.00713	
3202.33520	202.68410	-0.46631	-0.01488	-0.00027	-0.83562	2.45388	0.42631	0.00326	
3202.43500	180.20450	-0.46988	-0.01155	-0.00027	-0.75257	1.81495	0.48438	-0.00438	
3202.53480	153.29520	-0.41227	0.00613	-0.00004	-0.70162	1.22072	0.51729	-0.01139	
3202.63480	122.63470	-0.39299	0.00994	0.00005	-0.78785	0.74274	0.48539	0.00081	
3202.73460	88.95255	-0.42574	-0.00377	-0.00019	-0.84803	0.31406	0.44794	0.00118	
3202.83440	53.10064	-0.46777	-0.01355	-0.00030	-0.74728	-0.07548	0.48042	-0.00835	
3202.93420	15.93468	-0.41411	-0.00694	-0.00047	-0.77328	-0.37119	0.51049	-0.01212	
3203.03400	-21.61489	-0.37879	0.00071	-0.00046	-0.83886	-0.58610	0.51282	-0.00703	
3203.23360	-94.21982	-0.40051	-0.01024	-0.00036	-0.67973	-0.95234	0.52203	-0.00073	
3203.33340	-127.49530	-0.35179	0.00709	-0.00035	-0.66836	-1.09530	0.54609	-0.00934	
3203.43320	-157.63230	-0.33789	0.01787	-0.00016	-0.71547	-1.18785	0.47743	-0.01506	
3203.53300	-183.90770	-0.40650	-0.00014	-0.00018	-0.84343	-1.24993	0.45487	-0.00339	
3203.63280	-205.67510	-0.42734	-0.01692	-0.00045	-0.84463	-1.32793	0.49984	0.00241	
3203.73260	-222.39650	-0.41413	-0.00700	-0.00043	-0.74286	-1.42629	0.56099	-0.00781	
3203.83260	-233.65210	-0.36302	0.00935	-0.00048	-0.70252	-1.47478	0.52860	-0.00931	
3203.93240	-239.17960	-0.34656	0.00725	-0.00043	-0.82625	-1.44736	0.46975	0.00328	
3204.03220	-238.84010	-0.40734	-0.00806	-0.00049	-0.78110	-1.40890	0.47201	-0.00176	
3204.23180	-220.74160	-0.41397	-0.00385	-0.00063	-0.70890	-1.16815	0.52817	-0.01163	
3204.33160	-203.42360	-0.37730	0.00089	-0.00027	-0.80751	-1.01848	0.48518	-0.00465	
3204.43140	-181.11510	-0.42257	-0.00887	-0.00025	-0.79259	-0.88173	0.48311	0.00199	
3204.53120	-154.35790	-0.40385	-0.00730	-0.00022	-0.68501	-0.75253	0.53470	-0.00190	
3204.63100	-123.81310	-0.36630	0.01253	-0.00012	-0.70741	-0.58577	0.54050	-0.01164	
3204.73080	-90.23373	-0.36696	0.01572	-0.00027	-0.77037	-0.37573	0.47123	-0.01327	
3204.83060	-54.43673	-0.42492	-0.00612	-0.00011	-0.80636	-0.13276	0.41905	-0.00007	
3204.93060	-17.31241	-0.44249	-0.01633	-0.00027	-0.78145	0.16021	0.48391	0.00064	
3205.03040	20.24275	-0.38064	-0.00190	-0.00008	-0.72931	0.54752	0.56705	-0.01046	
3205.23000	92.94710	-0.38091	0.00339	-0.00016	-0.80179	1.54367	0.47834	0.00374	
3205.32980	126.31520	-0.41243	-0.01171	-0.00010	-0.79111	1.99861	0.51751	-0.00480	
3205.42960	156.59400	-0.42752	-0.01196	-0.00019	-0.73262	2.46545	0.56757	-0.01107	
3205.52940	183.01960	-0.39156	-0.00175	-0.00016	-0.74768	2.93728	0.47924	-0.01087	
3205.62920	204.96470	-0.40761	-0.00186	-0.00004	-0.81361	3.36673	0.47123	-0.00260	
3205.72900	221.87470	-0.43197	-0.01176	-0.00011	-0.74377	3.69814	0.49417	0.00202	
3205.82880	233.34290	-0.39791	-0.00364	-0.00038	-0.66770	3.92060	0.54173	-0.00497	
3205.92860	239.07890	-0.38862	0.01594	-0.00047	-0.62450	4.03586	0.55554	-0.01414	
3206.02840	238.95130	-0.39633	0.01052	-0.00028	-0.72773	3.96337	0.52914	-0.01010	
3206.22820	221.27220	-0.52072	-0.01422	-0.00021	-0.72067	3.06557	0.51344	-0.00186	
3206.32800	204.14950	-0.45116	0.00350	-0.00020	-0.63646	2.44052	0.56972	-0.01144	
3206.42780	182.00760	-0.43306	0.01129	-0.00013	-0.70268	1.85898	0.47507	-0.00167	
3206.52760	155.40770	-0.45877	-0.00084	-0.00025	-0.75114	1.30976	0.44596	0.00279	
3206.62740	124.99080	-0.43840	-0.01335	-0.00022	-0.70058	0.76797	0.51219	-0.00735	
3206.72720	91.50214	-0.43130	-0.00894	-0.00009	-0.68249	0.32010	0.56147	-0.01162	
3206.82700	55.78012	-0.45338	0.00064	-0.00004	-0.75008	-0.03037	0.51611	-0.00879	
3206.92680	18.68188	-0.46161	-0.00370	0.00000	-0.76454	-0.32239	0.50311	-0.00038	
3207.02660	-18.87238	-0.44062	-0.01148	-0.00017	-0.72347	-0.58752	0.53304	0.00029	
3207.22620	-91.67974	-0.35327	0.01800	-0.00062	-0.75289	-0.94490	0.54025	-0.01491	
3207.32620	-125.14640	-0.38911	0.00440	-0.00016	-0.86836	-1.04258	0.48130	-0.00674	
3207.42600	-155.54800	-0.42383	-0.01582	-0.00015	-0.84669	-1.14580	0.45948	0.00254	
3207.52580	-182.12470	-0.42288	-0.01059	-0.00026	-0.74039	-1.27751	0.50108	-0.00554	
3207.62560	-204.24300	-0.39758	0.00726	-0.00012	-0.67573	-1.37799	0.48324	-0.01099	
3207.72540	-221.35270	-0.43233	0.00896	-0.00014	-0.78739	-1.40055	0.40428	0.00192	
3207.82520	-233.02300	-0.44983	-0.00526	-0.00040	-0.80555	-1.43538	0.39851	0.00055	
3207.92500	-238.97420	-0.46360	-0.01400	-0.00047	-0.75431	-1.47206	0.48939	-0.00883	
3208.02480	-239.06320	-0.48056	-0.00615	-0.00062	-0.76677	-1.42856	0.49961	-0.01233	
3208.22440	-221.79640	-0.43702	-0.00726	-0.00014	-0.81614	-1.15905	0.44271	0.00095	
3208.32420	-204.86770	-0.46979	-0.01018	-0.00010	-0.76469	-1.05760	0.51030	-0.00094	
3208.42400	-182.90760	-0.43077	0.00873	0.00002	-0.75178	-0.92821	0.50410	-0.00973	
3208.52400	-156.45600	-0.40639	0.01710	-0.00017	-0.77145	-0.75219	0.45851	-0.01462	
3208.62380	-126.16750	-0.43337	-0.00235	-0.00023	-0.86880	-0.54915	0.46101	-0.00273	
3208.72360	-92.77940	-0.47278	-0.01703	-0.00029	-0.81275	-0.37056	0.48213	0.00211	
3208.82340	-57.11589	-0.40852	-0.00542	-0.00042	-0.67482	-0.20000	0.53473	-0.00895	
3208.92320	-20.05487	-0.34930	0.01023	-0.00055	-0.68790	0.09433	0.51913	-0.00829	
3209.02300	17.49467	-0.37379	0.00619	-0.00041	-0.80883	0.55500	0.43962	0.00394	
3209.22260	90.40504	-0.40659	-0.01325	-0.00013	-0.69528	1.47774	0.49110	-0.01025	
3209.32240	123.96900	-0.40293	-0.00305	-0.00013	-0.72518	1.96414	0.48646	-0.01158	
3209.42220	154.49890	-0.40626	-0.00001	-0.00015	-0.77857	2.46432	0.46017	-0.00395	
3209.52200	181.22830	-0.42583	-0.00984	-0.00022	-0.74123	2.91266	0.48549	0.00216	
3209.62200	203.51670	-0.40113	-0.00666	-0.00015	-0.64461	3.29747	0.52692	-0.00273	
3209.72180	220.81400	-0.34666	0.01321	-0.00018	-0.66841	3.64747	0.53278	-0.01192	
3209.82160	232.69380	-0.36148	0.01338	-0.00028	-0.78884	3.93051	0.51856	-0.01208	
3209.92140	238.85830	-0.41281	-0.00887	-0.00038	-0.83066	4.08108	0.48867	0.00086	
3210.02120	239.16480	-0.40202	-0.01671	-0.00050	-0.77824	3.97629	0.49438	0.00001	
3210.22080	222.31660	-0.32084	0.01136	-0.00041	-0.69611	3.08851	0.49184	-0.00465	
3210.32060	205.58060	-0.38121	0.00210	-0.00049	-0.81345	2.53240	0.39485	0.00366	
3210.42040	183.78810	-0.46716	-0.01201	-0.00035	-0.77385	1.90105	0.43649	-0.00500	
3210.52020	157.48750	-0.44724	-0.01078	0.00009	-0.74505	1.31964	0.48602	-0.01128	
3210.62000	127.32960	-0.42267	-0.00030	-0.00028	-0.78954	0.81566	0.43822	-0.00985	
3210.71980	94.04722	-0.42333	-0.00180	-0.00008	-0.82484	0.38203	0.44217	-0.00137	
3210.81980	58.45322	-0.42352	-0.01113	-0.00045	-0.77123	-0.01368	0.48899	0.00166	
3210.91960	21.42908	-0.38268	-0.00077	-0.00013	-0.69682	-0.34401	0.51776	-0.00525	
3211.01940	-16.12137	-0.36019	0.01706	-0.00047	-0.73703	-0.58441	0.49272	-0.01403	
3211.21900	-89.13346	-0.44388	-0.01317	-0.00044	-0.85698	-0.89125	0.44112	0.00269	
3211.31880	-122.79240	-0.42267	-0.01299	-0.00041	-0.78297	-1.05368	0.49884	-0.00325	
3211.41860	-153.44440	-0.40458	0.00460	-0.00027	-0.69149	-1.19826	0.56705	-0.01180	
3211.51840	-180.32790	-0.35577	0.01072	0.00003	-0.79771	-1.26439	0.50044	-0.00051	
3211.61820	-202.78910	-0.42697	-0.00241	-0.00032	-0.80253	-1.32672	0.45230	0.00201	
3211.71800	-220.27710	-0.45692	-0.01376	0.00004	-0.72102	-1.41257	0.47589	-0.00785	
3211.81780	-232.36240	-0.47880	-0.00800	-0.00007	-0.67937	-1.45458	0.50452	-0.01204	
3211.91780	-238.73460	-0.46860	0.00075	-0.00018	-0.77150	-1.44824	0.47240	-0.00837	
3212.01760	-239.26360	-0.46720	-0.00481	-0.00048	-0.81600	-1.40924	0.44009	0.00033	
3212.21720	-222.83020	-0.42482	0.00469	-0.00032	-0.65508	-1.21038	0.56215	-0.00838	
3212.31700	-206.28940	-0.40150	0.01797	-0.00062	-0.71932	-1.06495	0.53179	-0.01474	
3212.41680	-184.67550	-0.46674	0.00267	-0.00004	-0.80248	-0.89217	0.49545	-0.00551	
3212.51660	-158.53150	-0.49886	-0.01607	-0.00015	-0.82955	-0.73383	0.50288	0.00293	
3212.61640	-128.49910	-0.47782	-0.00891	-0.00009	-0.73218	-0.60244	0.53464	-0.00638	
3212.71620	-95.30931	-0.39532	0.00838	-0.00019	-0.71272	-0.43553	0.52523	-0.00986	
3212.81600	-59.78722	-0.40433	0.00878	-0.00014	-0.78780	-0.18889	0.45057	0.00297	
3212.91580	-22.80075	-0.44612	-0.00645	-0.00016	-0.79242	0.10075	0.48468	-0.00037	
3213.01560	14.74909	-0.46456	-0.01353	-0.00017	-0.71071	0.49343	0.51900	-0.00896	
3213.21540	87.84492	-0.44786	0.00094	0.00009	-0.80373	1.47346	0.49193	-0.00573	
3213.31520	121.60540	-0.47841	-0.00795	0.00011	-0.82232	1.94452	0.49766	0.00169	
3213.41500	152.37930	-0.49021	-0.00877	-0.00010	-0.77411	2.39533	0.52769	-0.00107	
3213.51480	179.41280	-0.44567	0.01044	-0.00037	-0.68260	2.84900	0.53192	-0.01051	
3213.61460	202.05110	-0.41352	0.01658	-0.00004	-0.76219	3.28918	0.52473	-0.01311	
3213.71440	219.72680	-0.46843	-0.00464	-0.00017	-0.82844	3.67857	0.49055	-0.00043	
3213.81420	232.01330	-0.49114	-0.01739	-0.00009	-0.81726	3.93241	0.46855	0.00203	
3213.91400	238.60790	-0.46859	-0.00424	0.00007	-0.71977	4.02752	0.56350	-0.00886	
3214.01380	239.34880	-0.41698	0.01025	-0.00022	-0.73791	3.96425	0.56119	-0.00673	
3214.21340	223.33510	-0.46268	-0.01035	-0.00025	-0.75942	3.15015	0.50729	-0.00336	
3214.31340	206.98410	-0.43389	-0.01228	0.00004	-0.67015	2.54762	0.58725	-0.00996	
3214.41320	185.54650	-0.41149	-0.00209	-0.00020	-0.72898	1.95120	0.52357	-0.01089	
3214.51300	159.56070	-0.43930	-0.00020	-0.00017	-0.82075	1.39392	0.48319	-0.00274	
3214.61280	129.65520	-0.47843	-0.01039	-0.00030	-0.77417	0.85478	0.52713	0.00202	
3214.71260	96.57599	-0.47493	-0.00477	-0.00012	-0.66343	0.37218	0.55096	-0.00350	
3214.81240	61.11698	-0.40234	0.01525	-0.00024	-0.67148	-0.01020	0.52385	-0.01274	
3214.91220	24.16801	-0.39839	0.01279	-0.00016	-0.76283	-0.29392	0.46656	-0.01107	
3215.01200	-13.37543	-0.47677	-0.00997	0.00004	-0.82746	-0.52042	0.45622	0.00155	
3215.21160	-86.57224	-0.43736	0.00122	-0.00025	-0.66329	-0.94208	0.50619	-0.01076	
3215.31140	-120.42050	-0.43191	0.01094	-0.00019	-0.67952	-1.05493	0.44978	-0.00288	
3215.41120	-151.31160	-0.49294	0.00044	-0.00018	-0.77637	-1.14248	0.39615	0.00377	
3215.51120	-178.49770	-0.51612	-0.01267	-0.00023	-0.71208	-1.26205	0.45574	-0.00577	
3215.61100	-201.30310	-0.50743	-0.01011	-0.00039	-0.69365	-1.34886	0.50973	-0.01137	
3215.71080	-219.17330	-0.47583	-0.00007	-0.00033	-0.73276	-1.39202	0.47268	-0.00910	
3215.81060	-231.67050	-0.46182	-0.00324	-0.00054	-0.84002	-1.42102	0.43946	-0.00061	
3215.91040	-238.46540	-0.45512	-0.01184	-0.00027	-0.77545	-1.46041	0.47192	0.00120	
3216.01020	-239.43970	-0.44583	0.00002	-0.00046	-0.71761	-1.45823	0.50245	-0.00598	
3216.20980	-223.83590	-0.45726	0.00680	-0.00006	-0.82163	-1.18109	0.38449	-0.00733	
3216.30960	-207.67660	-0.51281	-0.01467	0.00010	-0.83139	-1.03373	0.42267	0.00328	
3216.40940	-186.41590	-0.51553	-0.01182	0.00004	-0.78332	-0.93001	0.46989	-0.00362	
3216.50920	-160.58630	-0.47152	0.00611	0.00011	-0.68912	-0.80392	0.51542	-0.01081	
3216.60920	-130.81460	-0.45255	0.01025	-0.00001	-0.77716	-0.60004	0.44327	0.00128	
3216.70900	-97.83287	-0.48706	-0.00376	0.00003	-0.81981	-0.40709	0.41157	0.00186	
3216.80880	-62.45537	-0.49979	-0.01383	-0.00026	-0.76488	-0.22591	0.45469	-0.00765	
3216.90860	-25.54158	-0.45100	-0.00697	-0.00015	-0.77335	0.05695	0.48123	-0.01187	
3217.00840	11.99805	-0.44347	0.00073	-0.00034	-0.79633	0.48609	0.43381	-0.00648	
3217.20800	85.27991	-0.53621	-0.01107	-0.00055	-0.70332	1.41268	0.47445	0.00050	
3217.30780	119.22670	-0.49379	0.00645	-0.00026	-0.66751	1.87156	0.52303	-0.00868	
3217.40760	150.24190	-0.44503	0.01748	-0.00028	-0.72412	2.36775	0.49591	-0.01419	
3217.50740	177.57630	-0.46744	-0.00012	-0.00026	-0.81678	2.86340	0.43007	-0.00314	
3217.60720	200.55420	-0.53275	-0.01726	-0.00012	-0.77548	3.28309	0.42155	0.00346	
3217.70700	218.60880	-0.46696	-0.00809	-0.00009	-0.71993	3.60643	0.47970	-0.00717	
3217.80700	231.30200	-0.43433	0.00882	-0.00006	-0.64930	3.86806	0.49303	-0.00898	
3217.90680	238.32150	-0.47026	0.00678	0.00008	-0.79025	4.05538	0.44928	0.00355	
3218.00660	239.50770	-0.50971	-0.00860	-0.00002	-0.79589	4.00706	0.43900	-0.00145	
3218.20620	224.32690	-0.48362	-0.00404	-0.00019	-0.76071	3.18556	0.43111	-0.01155	
3218.30600	208.36160	-0.48121	0.00045	0.00009	-0.82217	2.62008	0.38552	-0.00455	
3218.40580	187.27290	-0.50921	-0.00916	0.00005	-0.80625	2.00481	0.41430	0.00218	
3218.50560	161.60320	-0.50552	-0.00750	-0.00014	-0.70028	1.39736	0.50166	-0.00181	
3218.60540	131.96250	-0.44930	0.01223	0.00007	-0.67481	0.86146	0.51051	-0.01140	
3218.70520	99.08235	-0.42131	0.01542	-0.00008	-0.78359	0.42373	0.47498	-0.01295	
3218.80500	63.77709	-0.45571	-0.00663	-0.00030	-0.85939	0.06568	0.48287	-0.00005	
3218.90500	26.91074	-0.47619	-0.01632	0.00005	-0.79153	-0.26646	0.46650	0.00096	
3219.00480	-10.62174	-0.45944	-0.00208	-0.00018	-0.66645	-0.56159	0.52394	-0.01031	
3219.20440	-83.99100	-0.38884	0.00297	-0.00014	-0.77015	-0.88483	0.44704	0.00389	
3219.30420	-118.03210	-0.44259	-0.01166	-0.00013	-0.71262	-1.03760	0.45737	-0.00451	
3219.40400	-149.16980	-0.48916	-0.01200	-0.00029	-0.71909	-1.16403	0.50709	-0.01092	
3219.50380	-176.64740	-0.50668	-0.00135	-0.00012	-0.77376	-1.24613	0.44774	-0.01050	
3219.60360	-199.79550	-0.46618	-0.00159	-0.00018	-0.80983	-1.31059	0.47156	-0.00249	
3219.70340	-218.04220	-0.50213	-0.01136	-0.00051	-0.76093	-1.39144	0.54504	0.00166	
3219.80320	-230.94690	-0.46659	-0.00309	-0.00045	-0.68590	-1.46025	0.52635	-0.00505	
3219.90300	-238.16420	-0.41513	0.01591	-0.00033	-0.68478	-1.47691	0.53024	-0.01367	
3220.00280	-239.58660	-0.44225	0.01002	-0.00037	-0.76191	-1.43062	0.43874	-0.00954	
3220.20260	-224.81610	-0.49609	-0.01449	-0.00005	-0.70923	-1.20679	0.49747	-0.00220	
3220.30240	-209.04050	-0.46607	0.00296	-0.00008	-0.61188	-1.10429	0.53281	-0.01135	
3220.40220	-188.13770	-0.42906	0.01098	-0.00019	-0.71143	-0.94063	0.47959	-0.00173	
3220.50200	-162.62400	-0.46918	-0.00126	-0.00014	-0.77968	-0.76719	0.42674	0.00299	
3220.60180	-133.11290	-0.52140	-0.01351	-0.00012	-0.69742	-0.62319	0.46242	-0.00673	
3220.70160	-100.34080	-0.50834	-0.00898	-0.00019	-0.70430	-0.44508	0.55854	-0.01186	
3220.80140	-65.10651	-0.46384	0.00063	0.00011	-0.75026	-0.22238	0.51559	-0.00847	
3220.90120	-28.27541	-0.47228	-0.00422	-0.00053	-0.79255	0.06108	0.52253	-0.00074	
3221.00100	9.24814	-0.48542	-0.01169	-0.00014	-0.72785	0.43469	0.58581	0.00099	
3221.20080	82.70113	-0.39930	0.01783	-0.00022	-0.69256	1.37495	0.56827	-0.01501	
3221.30060	116.82520	-0.42230	0.00380	-0.00023	-0.81763	1.88147	0.53371	-0.00643	
3221.40040	148.08560	-0.46942	-0.01602	-0.00012	-0.83258	2.36803	0.52437	0.00308	
3221.50020	175.71600	-0.47584	-0.01076	-0.00016	-0.70583	2.79601	0.57658	-0.00518	
3221.60000	199.02970	-0.43835	0.00713	-0.00009	-0.64108	3.20004	0.56435	-0.01004	
3221.69980	217.46580	-0.45083	0.00870	0.00002	-0.73828	3.60649	0.50052	0.00246	
3221.79960	230.56430	-0.49633	-0.00627	-0.00015	-0.73955	3.89236	0.48300	0.00025	
3221.89940	238.00600	-0.50368	-0.01444	0.00002	-0.70778	4.02748	0.58245	-0.00885	
3221.99920	239.63620	-0.46049	-0.00626	-0.00006	-0.69726	4.01247	0.55352	-0.01191	
3222.09900	235.28870	-0.44790	0.00085	-0.00015	-0.73254	3.72829	0.47671	-0.00585	
3222.29860	209.70710	-0.45195	-0.00986	-0.00006	-0.67799	2.63313	0.59230	-0.00097	
3222.39860	188.98520	-0.38838	0.00920	-0.00009	-0.65650	2.01568	0.60886	-0.01033	
3222.49840	163.62680	-0.38835	0.01745	0.00003	-0.75344	1.45191	0.52278	-0.01430	
3222.59820	134.25980	-0.45675	-0.00249	-0.00001	-0.74168	0.94848	0.48626	-0.00206	
3222.69800	101.59200	-0.51750	-0.01687	0.00006	-0.79857	0.47396	0.45139	0.00251	
3222.79780	66.42683	-0.45301	-0.00524	-0.00011	-0.66975	0.04081	0.53680	-0.00879	
3222.89760	29.64290	-0.41265	0.01063	-0.00011	-0.65830	-0.28487	0.55413	-0.00839	
3222.99740	-7.87268	-0.45312	0.00597	0.00006	-0.77591	-0.50462	0.48511	0.00357	
3223.09720	-45.19978	-0.45944	-0.00922	0.00006	-0.72111	-0.72036	0.43673	-0.00260	
3223.29680	-115.62550	-0.46118	-0.00295	-0.00015	-0.69725	-1.02882	0.52600	-0.01148	
3223.39660	-147.00590	-0.46756	-0.00005	-0.00044	-0.77242	-1.12434	0.47469	-0.00382	
3223.49640	-174.77150	-0.47663	-0.01005	0.00009	-0.74146	-1.23366	0.46502	0.00173	
3223.59640	-198.25640	-0.46866	-0.00632	-0.00003	-0.66309	-1.34433	0.49931	-0.00316	
3223.69620	-216.87710	-0.42216	0.01359	-0.00007	-0.66017	-1.41198	0.47176	-0.01244	
3223.79600	-230.19290	-0.44610	0.01372	-0.00003	-0.74882	-1.43152	0.43001	-0.01234	
3223.89580	-237.83200	-0.48402	-0.00845	0.00023	-0.83172	-1.42806	0.40762	0.00094	
3223.99560	-239.70380	-0.47051	-0.01600	0.00014	-0.77545	-1.43645	0.50966	-0.00034	
3224.09540	-235.52860	-0.44648	-0.00050	-0.00023	-0.65510	-1.37317	0.53445	-0.01114	
3224.29500	-210.37080	-0.41769	0.00206	-0.00028	-0.80270	-1.06633	0.41977	0.00394	
3224.39480	-189.82880	-0.45848	-0.01219	-0.00034	-0.73356	-0.95075	0.47202	-0.00537	
3224.49460	-164.63050	-0.44647	-0.01072	-0.00042	-0.72539	-0.80832	0.52395	-0.01139	
3224.59440	-135.39380	-0.43185	-0.00036	-0.00040	-0.78934	-0.62325	0.49307	-0.00989	
3224.69440	-102.83650	-0.42176	-0.00192	-0.00049	-0.80692	-0.42718	0.47321	-0.00154	
3224.79420	-67.75550	-0.43348	-0.01125	-0.00036	-0.74069	-0.24647	0.54169	0.00171	
3224.89400	-31.01087	-0.41337	-0.00097	-0.00037	-0.64447	-0.00492	0.56044	-0.00533	
3224.99380	6.49124	-0.38681	0.01712	-0.00034	-0.69177	0.39012	0.48212	-0.01420	
3225.09360	43.83870	-0.39842	0.00866	-0.00061	-0.72956	0.88833	0.43518	-0.00887	
3225.29320	114.41640	-0.42467	-0.01336	-0.00042	-0.67535	1.82546	0.47988	-0.00314	
3225.39300	145.90940	-0.37697	0.00433	-0.00054	-0.60962	2.27285	0.52192	-0.01121	
3225.49280	173.83070	-0.37423	0.01061	-0.00026	-0.70155	2.77154	0.46592	-0.00001	
3225.59260	197.48170	-0.43067	-0.00245	-0.00016	-0.76442	3.21671	0.44717	0.00231	
3225.69240	216.29180	-0.41791	-0.01370	-0.00029	-0.69107	3.56343	0.46314	-0.00705	
3225.79220	229.79260	-0.36746	-0.00812	-0.00021	-0.68878	3.85305	0.50650	-0.01150	
3225.89220	237.65480	-0.33761	0.00057	0.00008	-0.72958	4.04276	0.45181	-0.00784	
3225.99200	239.73150	-0.37840	-0.00532	0.00013	-0.77756	4.05180	0.47024	0.00050	
3226.09180	235.78720	-0.43195	-0.01134	-0.00012	-0.68181	3.72954	0.52427	0.00045	
3226.29140	211.02890	-0.37539	0.01833	-0.00002	-0.69907	2.67817	0.52254	-0.01471	
3226.39120	190.66820	-0.40274	0.00247	0.00002	-0.81259	2.10695	0.45935	-0.00510	
3226.49100	165.62670	-0.47224	-0.01601	0.00000	-0.81626	1.52216	0.47055	0.00269	
3226.59080	136.52950	-0.41102	-0.00825	-0.00012	-0.69906	0.94464	0.56760	-0.00703	
3226.69060	104.07740	-0.41579	0.00899	-0.00011	-0.62386	0.45514	0.55402	-0.01029	
3226.79040	69.06947	-0.39464	0.00883	-0.00045	-0.73051	0.09709	0.45037	0.00240	
3226.89020	32.36745	-0.41418	-0.00647	-0.00049	-0.71252	-0.23116	0.41854	-0.00073	
3226.99020	-5.11985	-0.45060	-0.01322	-0.00044	-0.66449	-0.51508	0.48981	-0.00922	
3227.09000	-42.48392	-0.40882	-0.00433	-0.00042	-0.72350	-0.71667	0.50000	-0.01184	
3227.28960	-113.20260	-0.42723	-0.00790	-0.00036	-0.73268	-1.00370	0.47265	0.00158	
3227.38940	-144.81800	-0.41622	-0.00863	-0.00041	-0.66433	-1.14952	0.53249	-0.00134	
3227.48920	-172.87500	-0.36899	0.01105	-0.00041	-0.65806	-1.25906	0.53250	-0.01083	
