时间(s)	位移(mm)	轴向力1(N)	扭转力1(N.m)	气压(MPa)	轴向力2(N)	扭转力2(N.m)	轴向力3(N)	扭转力3(N.m)	
3227.58900	-196.70110	-0.35015	0.01649	-0.00037	-0.71553	-1.32165	0.44890	-0.01423	
3227.68880	-215.69190	-0.43462	-0.00469	-0.00046	-0.81548	-1.35847	0.43160	-0.00110	
3227.78860	-229.40510	-0.47003	-0.01674	-0.00029	-0.78607	-1.41645	0.45372	0.00174	
3227.88840	-237.47020	-0.42542	-0.00347	-0.00010	-0.67837	-1.48195	0.53311	-0.00987	
3227.98820	-239.78120	-0.40197	0.01083	-0.00003	-0.65871	-1.47284	0.48716	-0.00694	
3228.08800	-236.00980	-0.41164	0.00450	-0.00008	-0.75546	-1.33969	0.41916	0.00385	
3228.28780	-211.67550	-0.42077	-0.01208	-0.00045	-0.66454	-1.10783	0.48254	-0.01087	
3228.38760	-191.50430	-0.40612	-0.00168	-0.00011	-0.70294	-0.95640	0.44652	-0.01089	
3228.48740	-166.62640	-0.41102	-0.00059	-0.00010	-0.75520	-0.78705	0.42186	-0.00336	
3228.58720	-137.65870	-0.42709	-0.01059	-0.00015	-0.71422	-0.63516	0.44656	0.00160	
3228.68700	-105.31910	-0.41958	-0.00437	-0.00035	-0.63210	-0.48188	0.51127	-0.00420	
3228.78680	-70.39110	-0.38210	0.01553	-0.00035	-0.63124	-0.28305	0.47886	-0.01338	
3228.88660	-33.73749	-0.40361	0.01205	-0.00028	-0.73920	0.00260	0.44428	-0.01083	
3228.98640	3.74037	-0.46761	-0.01057	-0.00037	-0.80001	0.40585	0.40520	0.00196	
3229.08620	41.13446	-0.47106	-0.01498	-0.00050	-0.73336	0.84546	0.45684	-0.00116	
3229.28580	111.98620	-0.38197	0.01134	-0.00055	-0.71920	1.78229	0.42363	-0.00251	
3229.38580	143.71440	-0.40558	-0.00003	-0.00034	-0.79024	2.28658	0.42033	0.00343	
3229.48560	171.91800	-0.46242	-0.01331	-0.00016	-0.73485	2.73167	0.43215	-0.00587	
3229.58540	195.90600	-0.42320	-0.01007	-0.00057	-0.73307	3.15930	0.46026	-0.01136	
3229.68520	215.09010	-0.37808	-0.00020	-0.00051	-0.77649	3.55670	0.43363	-0.00893	
3229.78500	228.99390	-0.42766	-0.00327	-0.00050	-0.79972	3.86711	0.41988	-0.00086	
3229.88480	237.27530	-0.44134	-0.01185	-0.00017	-0.71626	4.02235	0.47240	0.00050	
3229.98460	239.79010	-0.39085	0.00128	-0.00025	-0.64482	4.01982	0.53216	-0.00739	
3230.08440	236.26260	-0.37027	0.01766	-0.00014	-0.64230	3.75357	0.52561	-0.01511	
3230.28400	212.31620	-0.44714	-0.01484	-0.00016	-0.79733	2.76067	0.46392	0.00272	
3230.38380	192.32460	-0.47354	-0.01144	-0.00015	-0.73682	2.12293	0.49514	-0.00451	
3230.48360	167.60990	-0.41517	0.00706	0.00007	-0.65511	1.50586	0.51603	-0.01167	
3230.58360	138.78840	-0.39169	0.01029	-0.00031	-0.75681	0.99899	0.42357	0.00128	
3230.68340	106.55050	-0.42655	-0.00391	-0.00053	-0.75070	0.52886	0.37889	0.00125	
3230.78320	71.70694	-0.43277	-0.01334	-0.00049	-0.69294	0.10286	0.45258	-0.00831	
3230.88300	35.10124	-0.40926	-0.00656	-0.00053	-0.70146	-0.22644	0.47907	-0.01239	
3230.98280	-2.37031	-0.41073	0.00103	-0.00046	-0.74891	-0.47066	0.45351	-0.00721	
3231.08260	-39.77389	-0.44351	-0.00604	-0.00028	-0.73975	-0.67977	0.47059	0.00070	
3231.28220	-110.76990	-0.41052	0.00740	-0.00059	-0.60560	-1.03172	0.55794	-0.00964	
3231.38200	-142.61540	-0.39236	0.01758	-0.00073	-0.65732	-1.13353	0.53973	-0.01441	
3231.48180	-170.95590	-0.43201	-0.00073	-0.00066	-0.71797	-1.20309	0.47091	-0.00300	
3231.58160	-195.11090	-0.49110	-0.01701	-0.00035	-0.71941	-1.29197	0.51265	0.00246	
3231.68160	-214.47630	-0.45542	-0.00651	-0.00049	-0.62848	-1.40072	0.53172	-0.00844	
3231.78140	-228.58570	-0.42718	0.00968	-0.00049	-0.63412	-1.45756	0.51321	-0.00933	
3231.88120	-237.07710	-0.45313	0.00662	-0.00065	-0.69475	-1.44487	0.43259	0.00341	
3231.98100	-239.81700	-0.47276	-0.00858	-0.00059	-0.69479	-1.44922	0.40341	-0.00180	
3232.08080	-236.47740	-0.47254	-0.01323	-0.00024	-0.62379	-1.38065	0.47841	-0.00960	
3232.28040	-212.95280	-0.47120	0.00019	-0.00047	-0.69827	-1.08616	0.43645	-0.00481	
3232.38020	-193.14580	-0.47702	-0.00922	-0.00047	-0.68800	-0.95639	0.49394	0.00104	
3232.48000	-168.59560	-0.46048	-0.00676	-0.00034	-0.63143	-0.83562	0.58807	-0.00276	
3232.57980	-139.90410	-0.45152	0.01300	-0.00068	-0.61729	-0.67484	0.55917	-0.01247	
3232.67960	-107.78190	-0.42355	0.01489	-0.00052	-0.67645	-0.47147	0.47789	-0.01284	
3232.77940	-73.01869	-0.44758	-0.00728	-0.00061	-0.77187	-0.24855	0.44116	0.00051	
3232.87940	-36.46603	-0.46470	-0.01599	-0.00038	-0.79063	-0.01555	0.46101	0.00056	
3232.97920	0.98503	-0.38268	-0.00082	-0.00053	-0.66497	0.31536	0.50437	-0.01025	
3233.07900	38.41575	-0.38160	0.01143	-0.00055	-0.63869	0.78861	0.46130	-0.00490	
3233.27860	109.54340	-0.45328	-0.01201	-0.00036	-0.70869	1.75373	0.44733	-0.00477	
3233.37840	141.50070	-0.45011	-0.01142	-0.00033	-0.65753	2.22155	0.51285	-0.01113	
3233.47820	169.98880	-0.41956	-0.00102	-0.00034	-0.68884	2.70901	0.44597	-0.00990	
3233.57800	194.30870	-0.41998	-0.00230	-0.00020	-0.75760	3.16247	0.42927	-0.00135	
3233.67780	213.85790	-0.44842	-0.01206	-0.00037	-0.70192	3.52632	0.47428	0.00187	
3233.77760	228.16650	-0.41177	-0.00226	-0.00065	-0.63727	3.80793	0.53087	-0.00497	
3233.87740	236.86060	-0.38868	0.01603	-0.00050	-0.65895	3.99960	0.52044	-0.01387	
3233.97720	239.80690	-0.38668	0.00883	-0.00058	-0.75764	4.06195	0.45846	-0.00908	
3234.07720	236.71620	-0.44761	-0.01343	-0.00052	-0.79577	3.83253	0.42881	0.00267	
3234.27680	213.58560	-0.42066	0.00443	-0.00023	-0.60409	2.74612	0.50843	-0.01141	
3234.37660	193.95740	-0.39715	0.01143	0.00014	-0.69931	2.17074	0.44718	-0.00047	
3234.47640	169.56650	-0.42232	-0.00182	-0.00012	-0.72936	1.59490	0.42309	0.00207	
3234.57620	141.02220	-0.45198	-0.01322	-0.00007	-0.70741	1.02296	0.48902	-0.00767	
3234.67600	109.01110	-0.41798	-0.00781	-0.00003	-0.69532	0.53891	0.53273	-0.01241	
3234.77580	74.32270	-0.40904	0.00098	-0.00016	-0.75684	0.15236	0.51662	-0.00836	
3234.87560	37.81985	-0.42284	-0.00464	-0.00023	-0.77375	-0.17622	0.50299	-0.00001	
3234.97540	0.38136	-0.42675	-0.01097	-0.00016	-0.69327	-0.47377	0.51264	0.00001	
3235.07520	-37.05806	-0.36042	0.00477	-0.00049	-0.62984	-0.70696	0.54384	-0.00822	
3235.27500	-108.31540	-0.37874	0.00269	-0.00034	-0.74242	-0.97493	0.47580	-0.00534	
3235.37480	-140.38980	-0.43910	-0.01604	-0.00027	-0.73241	-1.09225	0.51815	0.00227	
3235.47460	-169.01490	-0.40361	-0.00866	-0.00036	-0.65771	-1.23415	0.57812	-0.00682	
3235.57440	-193.49550	-0.36257	0.00861	-0.00006	-0.62963	-1.33805	0.56480	-0.01019	
3235.67420	-213.23500	-0.39495	0.00822	0.00006	-0.71450	-1.36858	0.49709	0.00254	
3235.77400	-227.73870	-0.45375	-0.00675	-0.00023	-0.73116	-1.41986	0.49665	-0.00115	
3235.87380	-236.65120	-0.44998	-0.01349	-0.00022	-0.67318	-1.46907	0.53087	-0.00997	
3235.97360	-239.81030	-0.41308	-0.00483	-0.00025	-0.68031	-1.45981	0.54970	-0.01197	
3236.07340	-236.92560	-0.38110	0.00057	-0.00044	-0.75420	-1.36226	0.51467	-0.00580	
3236.27300	-214.20640	-0.40817	-0.00855	-0.00030	-0.66334	-1.13000	0.59912	-0.00161	
3236.37300	-194.76610	-0.37305	0.01104	-0.00033	-0.62711	-1.00014	0.57600	-0.01107	
3236.47280	-170.54430	-0.36704	0.01610	-0.00053	-0.72746	-0.82964	0.52605	-0.01379	
3236.57260	-142.13610	-0.44127	-0.00477	-0.00055	-0.78692	-0.63624	0.50057	-0.00130	
3236.67240	-110.23950	-0.49289	-0.01681	-0.00050	-0.72522	-0.47095	0.50143	0.00100	
3236.77220	-75.63808	-0.44407	-0.00302	-0.00064	-0.66378	-0.31806	0.52013	-0.00986	
3236.87200	-39.18311	-0.36056	0.01123	-0.00018	-0.70675	-0.07078	0.49847	-0.00705	
3236.97180	-1.76175	-0.37473	0.00439	-0.00056	-0.76425	0.32739	0.43638	0.00418	
3237.07160	35.69810	-0.43817	-0.01070	-0.00051	-0.74186	0.76887	0.47207	-0.00400	
3237.27120	107.08790	-0.40249	-0.00193	-0.00067	-0.71566	1.72324	0.47255	-0.01075	
3237.37100	139.27050	-0.40177	-0.00085	-0.00065	-0.80589	2.21945	0.47106	-0.00253	
3237.47080	168.03220	-0.42625	-0.01113	-0.00070	-0.80127	2.67704	0.51726	0.00217	
3237.57080	192.68170	-0.41682	-0.00417	-0.00060	-0.72455	3.09117	0.55988	-0.00373	
3237.67060	212.59600	-0.34902	0.01529	-0.00068	-0.75692	3.47987	0.55761	-0.01304	
3237.77040	227.30650	-0.38536	0.01096	-0.00065	-0.81445	3.81998	0.48806	-0.01055	
3237.87020	236.41840	-0.43919	-0.01190	-0.00056	-0.81930	4.03802	0.49363	0.00156	
3237.97000	239.78730	-0.46568	-0.01540	-0.00061	-0.77951	4.05541	0.55709	-0.00173	
3238.06980	237.14850	-0.41834	0.00198	-0.00055	-0.67069	3.80460	0.60286	-0.01142	
3238.26940	214.82270	-0.39266	-0.00042	-0.00074	-0.77636	2.83929	0.48617	0.00291	
3238.36920	195.56320	-0.44070	-0.01332	-0.00041	-0.68692	2.20851	0.49377	-0.00684	
3238.46900	171.50020	-0.42405	-0.00927	-0.00033	-0.69403	1.60927	0.51721	-0.01232	
3238.56880	143.23750	-0.40793	0.00058	-0.00026	-0.77327	1.07929	0.48018	-0.00931	
3238.66880	111.46070	-0.39898	-0.00353	-0.00035	-0.82759	0.60159	0.47066	-0.00064	
3238.76860	76.94459	-0.42230	-0.01153	-0.00044	-0.70313	0.16555	0.48804	0.00087	
3238.86840	40.53623	-0.37352	0.00210	-0.00011	-0.61946	-0.19641	0.50368	-0.00717	
3238.96820	3.14355	-0.37809	0.01815	-0.00022	-0.70498	-0.46211	0.51024	-0.01539	
3239.06800	-34.33162	-0.43446	0.00503	-0.00029	-0.76840	-0.64858	0.47876	-0.00711	
3239.26760	-105.85410	-0.44659	-0.01096	-0.00039	-0.68509	-0.99630	0.55556	-0.00534	
3239.36740	-138.15090	-0.42710	0.00682	-0.00033	-0.63783	-1.14190	0.54430	-0.01098	
3239.46720	-167.05250	-0.40237	0.00913	-0.00023	-0.72677	-1.21016	0.49098	0.00164	
3239.56700	-191.85720	-0.45847	-0.00526	-0.00019	-0.71284	-1.29221	0.45328	0.00077	
3239.66680	-211.96080	-0.46640	-0.01405	-0.00020	-0.66953	-1.38649	0.51678	-0.00854	
3239.76660	-226.86020	-0.43104	-0.00611	-0.00039	-0.65913	-1.43440	0.49734	-0.01207	
3239.86660	-236.19200	-0.44793	0.00088	-0.00036	-0.72108	-1.44083	0.49395	-0.00671	
3239.96640	-239.76330	-0.46478	-0.00693	-0.00046	-0.76444	-1.43980	0.50171	0.00096	
3240.06620	-237.35290	-0.42428	-0.00984	-0.00057	-0.71205	-1.40304	0.53139	-0.00100	
3240.26580	-215.43150	-0.35990	0.01736	-0.00032	-0.69124	-1.12979	0.49946	-0.01480	
3240.36560	-196.35820	-0.40026	-0.00200	-0.00028	-0.74881	-0.96126	0.47713	-0.00257	
3240.46540	-172.46720	-0.44497	-0.01678	-0.00018	-0.76950	-0.81950	0.48225	0.00206	
3240.56520	-144.34170	-0.39949	-0.00530	-0.00026	-0.66205	-0.69893	0.55272	-0.00905	
3240.66500	-112.67510	-0.33763	0.01042	-0.00023	-0.66330	-0.52654	0.57706	-0.00836	
3240.76480	-78.23983	-0.40303	0.00641	-0.00027	-0.80899	-0.29538	0.48910	0.00367	
3240.86460	-41.89397	-0.43742	-0.00926	-0.00029	-0.78559	-0.06902	0.45915	-0.00292	
3240.96460	-4.51901	-0.43284	-0.01272	-0.00026	-0.71549	0.26660	0.54556	-0.01033	
3241.06440	32.96412	-0.43522	-0.00279	-0.00048	-0.75518	0.73190	0.52274	-0.01185	
3241.26400	104.61490	-0.39593	-0.01026	-0.00065	-0.76907	1.69604	0.52103	0.00186	
3241.36380	137.01610	-0.34973	-0.00610	-0.00050	-0.64153	2.14518	0.53948	-0.00297	
3241.46360	166.05960	-0.31366	0.01380	-0.00079	-0.65029	2.61721	0.54729	-0.01256	
3241.56340	191.03160	-0.33012	0.01369	-0.00054	-0.72596	3.08599	0.47902	-0.01172	
3241.66320	211.31050	-0.41941	-0.00918	-0.00073	-0.80551	3.50105	0.45069	0.00138	
3241.76300	226.41620	-0.45207	-0.01634	-0.00062	-0.69652	3.79906	0.50805	-0.00028	
3241.86280	235.94410	-0.42318	0.00005	-0.00056	-0.61817	3.96404	0.54362	-0.01146	
3241.96260	239.72850	-0.38789	0.01109	-0.00053	-0.66960	4.03400	0.50758	-0.00423	
3242.06240	237.55020	-0.37831	0.00140	-0.00068	-0.72132	3.87821	0.46748	0.00327	
3242.26220	216.03280	-0.44339	-0.01005	-0.00021	-0.66350	2.85439	0.54812	-0.01154	
3242.36200	197.14580	-0.45453	-0.00022	-0.00016	-0.70225	2.26516	0.53135	-0.01008	
3242.46180	173.42070	-0.46882	-0.00191	-0.00027	-0.77382	1.68410	0.48721	-0.00182	
3242.56160	145.43820	-0.45976	-0.01129	-0.00030	-0.68626	1.10889	0.49288	0.00095	
3242.66140	113.88450	-0.42367	-0.00017	-0.00035	-0.61538	0.59289	0.53668	-0.00600	
3242.76120	79.54581	-0.37143	0.01773	-0.00027	-0.62764	0.18101	0.51979	-0.01424	
3242.86100	43.24512	-0.41438	0.00813	-0.00027	-0.70577	-0.13406	0.47537	-0.00814	
3242.96080	5.89316	-0.50343	-0.01352	-0.00033	-0.71365	-0.40042	0.48005	0.00261	
3243.06060	-31.60659	-0.47446	-0.01241	-0.00031	-0.64767	-0.65613	0.54125	-0.00380	
3243.26020	-103.37420	-0.39604	0.01056	-0.00040	-0.67288	-0.97779	0.50862	0.00009	
3243.36020	-135.89110	-0.42736	-0.00326	-0.00023	-0.73595	-1.08829	0.45216	0.00161	
3243.46000	-165.06000	-0.45286	-0.01336	-0.00040	-0.69848	-1.21879	0.47081	-0.00863	
3243.55980	-190.19240	-0.44894	-0.00720	-0.00038	-0.70756	-1.30737	0.50973	-0.01218	
3243.65960	-210.66280	-0.44395	0.00087	-0.00040	-0.76014	-1.35721	0.47963	-0.00756	
3243.75940	-225.95390	-0.45852	-0.00603	-0.00057	-0.76337	-1.40495	0.50461	0.00044	
3243.85920	-235.70360	-0.47436	-0.01090	-0.00072	-0.66987	-1.46272	0.55109	-0.00010	
3243.95900	-239.68680	-0.40118	0.00599	-0.00043	-0.62265	-1.47997	0.56528	-0.00909	
3244.05880	-237.74380	-0.40861	0.01767	-0.00066	-0.68784	-1.40625	0.51604	-0.01488	
3244.25840	-216.62820	-0.47868	-0.01679	-0.00054	-0.77063	-1.10893	0.49921	0.00228	
3244.35820	-197.92220	-0.46790	-0.00758	-0.00049	-0.63514	-1.01396	0.57590	-0.00768	
3244.45800	-174.37010	-0.41423	0.00936	-0.00051	-0.58817	-0.87932	0.55934	-0.00975	
3244.55800	-146.53600	-0.38364	0.00733	-0.00028	-0.71186	-0.67841	0.46756	0.00271	
3244.65780	-115.10170	-0.43878	-0.00783	-0.00053	-0.67469	-0.50816	0.45118	-0.00190	
3244.75760	-80.84612	-0.46962	-0.01321	-0.00050	-0.67370	-0.33795	0.53418	-0.01050	
3244.85740	-44.60364	-0.43803	-0.00387	-0.00044	-0.70494	-0.09682	0.52813	-0.01217	
3244.95720	-7.27221	-0.42255	0.00055	-0.00029	-0.79233	0.26834	0.47819	-0.00549	
3245.05700	30.23787	-0.43184	-0.00893	-0.00014	-0.74671	0.71051	0.50262	0.00135	
3245.25660	102.13260	-0.39554	0.01249	-0.00020	-0.67206	1.63084	0.55420	-0.01255	
3245.35640	134.75360	-0.38355	0.01510	-0.00019	-0.78465	2.13071	0.51065	-0.01360	
3245.45620	164.06510	-0.43169	-0.00690	-0.00030	-0.82340	2.63423	0.45228	-0.00025	
3245.55600	189.35150	-0.45347	-0.01671	-0.00037	-0.73589	3.06355	0.48042	0.00057	
3245.65600	209.99370	-0.46226	-0.00222	-0.00018	-0.63689	3.41972	0.54371	-0.01060	
3245.75580	225.49280	-0.46102	0.01096	-0.00008	-0.66003	3.75464	0.49511	-0.00525	
3245.85560	235.44180	-0.44523	0.00254	-0.00029	-0.76046	4.00503	0.43196	0.00372	
3245.95540	239.64010	-0.47455	-0.01204	-0.00042	-0.68165	4.05021	0.45296	-0.00550	
3246.05520	237.91900	-0.48027	-0.01152	-0.00040	-0.65612	3.87812	0.48643	-0.01107	
3246.25480	217.21690	-0.45723	-0.00127	-0.00024	-0.74090	2.93376	0.40517	-0.00170	
3246.35460	198.69410	-0.47417	-0.01134	-0.00032	-0.71197	2.30752	0.49136	0.00167	
3246.45440	175.30980	-0.45817	-0.00149	-0.00028	-0.61095	1.68534	0.55973	-0.00476	
3246.55420	147.61460	-0.40651	0.01693	-0.00020	-0.65539	1.13098	0.53544	-0.01402	
3246.65400	116.30100	-0.42799	0.00975	-0.00029	-0.77126	0.66297	0.50792	-0.00939	
3246.75400	82.13719	-0.48171	-0.01260	-0.00013	-0.80028	0.25668	0.46409	0.00242	
3246.85380	45.96003	-0.46910	-0.01357	-0.00039	-0.71175	-0.12623	0.51821	-0.00285	
3246.95360	8.64755	-0.44388	0.00428	-0.00020	-0.64774	-0.44363	0.56215	-0.01152	
3247.05340	-28.87162	-0.42806	0.01066	-0.00037	-0.70607	-0.64072	0.51340	-0.00087	
3247.25300	-100.88440	-0.47110	-0.01328	-0.00027	-0.63930	-0.97808	0.51256	-0.00783	
3247.35280	-133.61560	-0.44378	-0.00787	-0.00034	-0.65129	-1.10478	0.52557	-0.01182	
3247.45260	-163.05570	-0.44832	0.00092	-0.00029	-0.69964	-1.18966	0.46278	-0.00784	
3247.55240	-188.50310	-0.45008	-0.00485	-0.00026	-0.72136	-1.27291	0.44307	0.00025	
3247.65220	-209.33230	-0.47729	-0.01127	-0.00019	-0.65448	-1.37165	0.52381	0.00062	
3247.75200	-225.02000	-0.40634	0.00484	-0.00034	-0.64299	-1.44334	0.53688	-0.00803	
3247.85180	-235.18070	-0.38269	0.01792	-0.00020	-0.69711	-1.46207	0.47158	-0.01469	
3247.95180	-239.58400	-0.44414	0.00221	-0.00037	-0.76833	-1.43494	0.44330	-0.00463	
3248.05160	-238.09280	-0.49030	-0.01642	-0.00022	-0.76222	-1.37884	0.42564	0.00316	
3248.25120	-217.80020	-0.37537	0.00840	-0.00036	-0.65116	-1.17097	0.53880	-0.01003	
3248.35100	-199.46570	-0.36877	0.00824	-0.00067	-0.79500	-0.99895	0.48195	0.00277	
3248.45080	-176.24700	-0.43714	-0.00697	-0.00066	-0.76634	-0.85495	0.50138	-0.00124	
3248.55060	-148.70500	-0.44750	-0.01379	-0.00058	-0.71925	-0.71621	0.59057	-0.00944	
3248.65040	-117.50360	-0.44901	-0.00439	-0.00049	-0.72651	-0.53345	0.57306	-0.01180	
3248.75020	-83.42597	-0.43192	0.00095	-0.00010	-0.84339	-0.32158	0.48035	-0.00547	
3248.85000	-47.30716	-0.43623	-0.00838	-0.00030	-0.82099	-0.09879	0.49368	0.00166	
3248.94980	-10.02344	-0.41795	-0.00841	-0.00052	-0.72695	0.20549	0.54104	-0.00140	
3249.04960	27.50359	-0.38557	0.01130	-0.00078	-0.68832	0.64142	0.54706	-0.01104	
3249.24940	99.62960	-0.45652	-0.00515	-0.00068	-0.82530	1.64702	0.49843	-0.00033	
3249.34920	132.45990	-0.48157	-0.01678	-0.00071	-0.77716	2.10945	0.51028	0.00160	
3249.44900	162.04530	-0.44085	-0.00291	-0.00066	-0.70168	2.54449	0.54629	-0.00969	
3249.54880	187.64980	-0.40243	0.01096	-0.00069	-0.70110	2.99820	0.54013	-0.00599	
3249.64860	208.65340	-0.45865	0.00387	-0.00073	-0.74056	3.43363	0.46568	0.00428	
3249.74840	224.54080	-0.46621	-0.01124	-0.00079	-0.73430	3.74490	0.50510	-0.00392	
3249.84820	234.90950	-0.44274	-0.01230	-0.00061	-0.71278	3.96020	0.58062	-0.01080	
3249.94800	239.52190	-0.43568	-0.00179	-0.00068	-0.72715	4.05228	0.55111	-0.01114	
3250.04780	238.24800	-0.46424	-0.00118	-0.00082	-0.75639	3.92861	0.54956	-0.00255	
3250.24740	218.36790	-0.43059	-0.00324	-0.00055	-0.67778	2.93146	0.60025	-0.00388	
3250.34740	200.22570	-0.41103	0.01650	-0.00045	-0.66637	2.32864	0.59609	-0.01309	
3250.44720	177.17940	-0.41451	0.01092	-0.00055	-0.73968	1.75927	0.53419	-0.01007	
3250.54700	149.77460	-0.46303	-0.01157	-0.00057	-0.75722	1.21670	0.52169	0.00219	
3250.64680	118.70690	-0.42226	-0.01422	-0.00061	-0.67211	0.68620	0.57920	-0.00178	
3250.74660	84.71677	-0.37111	0.00314	-0.00072	-0.61013	0.22147	0.58096	-0.01114	
3250.84640	48.65190	-0.35175	0.01141	-0.00047	-0.64452	-0.10917	0.52463	-0.00145	
3250.94620	11.40032	-0.41327	-0.00068	-0.00048	-0.71925	-0.37770	0.50361	0.00283	
3251.04600	-26.13797	-0.43893	-0.01329	-0.00036	-0.66267	-0.63291	0.52873	-0.00712	
3251.24560	-98.38129	-0.40977	0.00043	-0.00031	-0.67533	-0.94970	0.50776	-0.00878	
3251.34540	-131.31680	-0.39875	-0.00419	-0.00022	-0.73537	-1.06597	0.46839	-0.00026	
3251.44540	-161.02600	-0.40716	-0.01160	-0.00017	-0.65224	-1.19832	0.51378	0.00034	
3251.54520	-186.78410	-0.34735	0.00322	-0.00022	-0.60397	-1.30888	0.54886	-0.00754	
3251.64500	-207.97280	-0.32196	0.01774	-0.00049	-0.65449	-1.37157	0.52286	-0.01490	
3251.74480	-224.05520	-0.37638	0.00354	-0.00038	-0.74600	-1.39521	0.47485	-0.00587	
3251.84460	-234.63000	-0.41461	-0.01567	-0.00049	-0.72415	-1.42360	0.47332	0.00310	
3251.94440	-239.45580	-0.39437	-0.00995	-0.00041	-0.63977	-1.46864	0.53404	-0.00592	
3252.04420	-238.40240	-0.31478	0.00784	-0.00045	-0.59388	-1.43877	0.56456	-0.01057	
3252.24380	-218.93560	-0.38157	-0.00615	-0.00005	-0.76153	-1.13948	0.45356	-0.00032	
3252.34360	-200.97690	-0.37346	-0.01394	-0.00010	-0.70243	-1.03201	0.51795	-0.00941	
3252.44340	-178.09970	-0.38611	-0.00534	-0.00031	-0.67740	-0.88151	0.52753	-0.01221	
3252.54320	-150.85530	-0.39102	0.00120	-0.00030	-0.74534	-0.69896	0.47636	-0.00588	
3252.64320	-119.90350	-0.42655	-0.00773	-0.00018	-0.75225	-0.52707	0.51898	0.00093	
3252.74300	-86.00703	-0.41319	-0.00936	-0.00040	-0.68752	-0.36719	0.54460	-0.00178	
3252.84280	-50.00712	-0.37927	0.01007	-0.00015	-0.64937	-0.15521	0.54391	-0.01097	
3252.94260	-12.77916	-0.36317	0.01656	-0.00012	-0.74344	0.18989	0.51054	-0.01437	
3253.04240	24.76572	-0.41373	-0.00406	-0.00032	-0.81019	0.65889	0.44321	-0.00195	
3253.24200	97.12605	-0.40656	-0.00452	-0.00079	-0.63423	1.55951	0.60348	-0.00913	
3253.34180	130.16060	-0.35764	0.01041	-0.00069	-0.60951	2.03549	0.59867	-0.00721	
3253.44160	160.00660	-0.34127	0.00465	-0.00065	-0.73228	2.55088	0.51951	0.00437	
3253.54140	185.92790	-0.37941	-0.01094	-0.00068	-0.68832	2.98816	0.53395	-0.00348	
3253.64120	207.28320	-0.40157	-0.01284	-0.00067	-0.66270	3.37758	0.58594	-0.01060	
3253.74100	223.55480	-0.40044	-0.00246	-0.00078	-0.72457	3.72943	0.55165	-0.01065	
3253.84100	234.34420	-0.37073	-0.00098	-0.00071	-0.72777	3.98367	0.51921	-0.00310	
3253.94080	239.37840	-0.38315	-0.01118	-0.00045	-0.68979	4.05869	0.56194	0.00170	
3254.04060	238.54250	-0.37177	-0.00472	-0.00036	-0.58272	3.90579	0.62428	-0.00386	
3254.24020	219.48670	-0.39354	0.01211	-0.00036	-0.68652	3.00382	0.53896	-0.01083	
3254.34000	201.72740	-0.43591	-0.01069	-0.00051	-0.71815	2.42722	0.49916	0.00166	
3254.43980	179.02050	-0.43649	-0.01496	-0.00073	-0.69747	1.79891	0.54943	-0.00108	
3254.53960	151.91280	-0.40740	0.00218	-0.00075	-0.60411	1.19586	0.57599	-0.01135	
3254.63940	121.09020	-0.38867	0.01130	-0.00068	-0.68295	0.70974	0.51745	-0.00253	
3254.73920	87.28740	-0.38468	-0.00010	-0.00078	-0.73420	0.29882	0.49355	0.00326	
3254.83900	51.34944	-0.42585	-0.01298	-0.00077	-0.67448	-0.08688	0.50133	-0.00645	
3254.93900	14.15387	-0.43247	-0.00940	-0.00066	-0.65607	-0.38654	0.56561	-0.01153	
3255.03880	-23.39324	-0.39720	0.00029	-0.00086	-0.74623	-0.60116	0.51017	-0.00895	
3255.23840	-95.86414	-0.41122	-0.01176	-0.00066	-0.68351	-0.95224	0.58801	0.00138	
3255.33820	-129.00240	-0.39741	0.00220	-0.00071	-0.60910	-1.10047	0.61059	-0.00705	
3255.43800	-158.97560	-0.34343	0.01784	-0.00075	-0.69775	-1.19938	0.57194	-0.01450	
3255.53780	-185.04810	-0.34559	0.00515	-0.00082	-0.80013	-1.26016	0.56138	-0.00654	
3255.63760	-206.58990	-0.42306	-0.01548	-0.00085	-0.78589	-1.32699	0.55047	0.00257	
3255.73740	-223.05940	-0.40461	-0.01103	-0.00081	-0.68685	-1.42085	0.59344	-0.00529	
3255.83720	-234.04720	-0.35014	0.00690	-0.00072	-0.63771	-1.48105	0.60413	-0.01099	
3255.93700	-239.29790	-0.33380	0.00924	-0.00058	-0.74408	-1.45435	0.50560	0.00104	
3256.03700	-238.67580	-0.37762	-0.00514	-0.00045	-0.78057	-1.40163	0.49769	-0.00018	
3256.23660	-220.04060	-0.36789	-0.00607	-0.00030	-0.68807	-1.16647	0.56737	-0.01220	
3256.33640	-202.46920	-0.34133	0.00061	-0.00039	-0.79169	-1.01466	0.52566	-0.00651	
3256.43620	-179.93670	-0.38234	-0.00724	-0.00034	-0.80285	-0.87024	0.51857	0.00107	
3256.53600	-152.98220	-0.39757	-0.01011	-0.00017	-0.70528	-0.74016	0.60655	-0.00117	
3256.63580	-122.27410	-0.36984	0.00867	-0.00027	-0.65649	-0.57830	0.63510	-0.01055	
3256.73560	-88.56873	-0.33195	0.01697	-0.00035	-0.69280	-0.37182	0.60328	-0.01415	
3256.83540	-52.69468	-0.41533	-0.00270	-0.00046	-0.77299	-0.12283	0.50761	-0.00257	
